"Event","Media ID","Name","Business Name","Return Type","Total Amount"
"2004 Federal Election","4745","The Pennant (Penola)","The Border Watch Pty Ltd","Publisher","408"
"2004 Federal Election","486","The Plains Producer","Papers and Publications Pty Ltd","Publisher","1457"
"2004 Federal Election","1535","The Post Group of Newspapers","Newcastle Newspapers Pty Ltd","Publisher","4766"
"2004 Federal Election","435","The Queensland Times","Queensland Times Pty Ltd","Publisher","26521"
"2004 Federal Election","2736","The Record","The Record","Publisher","895"
"2004 Federal Election","508","The Recorder","Northern Newspapers","Publisher","894"
"2004 Federal Election","389","The Redland Times","Queensland Community Newspapers","Publisher","14535"
"2004 Federal Election","4433","The Reporter Newspaper","","Publisher","5797"
"2004 Federal Election","131","The Riverine Grazier","Riverine Grazier Partnership","Publisher","598"
"2004 Federal Election","112","The Rivertown Times","The Rivertown Times","Publisher","0"
"2004 Federal Election","2620","The Road Ahead","Road Ahead Publishing Company Pty Ltd","Publisher","0"
"2004 Federal Election","4950","The Rural News","Riverina Media Group","Publisher","2682"
"2004 Federal Election","4229","The Satellite","The Satellite","Publisher","15728"
"2004 Federal Election","4407","The Shepparton Adviser Newspaper","SIMTRU Pty Ltd","Publisher","12058"
"2004 Federal Election","359","The Shepparton News","Shepparton Newspapers Pty Ltd","Publisher","10044"
"2004 Federal Election","371","The Standard","Warrnambool Standard (Division of Syme Media P/L)","Publisher","11115"
"2004 Federal Election","3995","The Sun","Sun community Newspapers","Publisher","23535"
"2004 Federal Election","5243","The Sun Weekly","Newcastle Newspapers","Publisher","11416"
"2004 Federal Election","1708","The Sunday Mail","Queensland Newspapers","Publisher","8591"
"2004 Federal Election","5339","The Sunday Telegraph","Nation Wide News","Publisher","27040"
"2004 Federal Election","4414","The Sunday Times","The Sunday Times - A Division of Nationwide News","Publisher","11486"
"2004 Federal Election","192","The Tamworth Times","Regional Publishers","Publisher","1353"
"2004 Federal Election","5010","The Toowoomba Chronicle","Toowoomba Newspapers","Publisher","36441"
"2004 Federal Election","506","The Transcontinental","Northern Newspapers Pty Ltd","Publisher","987"
"2004 Federal Election","4942","The Weekly Advertiser","Ace Radio broadcasters P/L","Publisher","3186"
"2004 Federal Election","74","The Weekly Times","Weekly Times Gladesville Pty Ltd","Publisher","22303"
"2004 Federal Election","517","The West Australian","WA Newspapers Ltd","Publisher","222023"
"2004 Federal Election","1152","The Western Herald","Navoc Pty Ltd","Publisher","0"
"2004 Federal Election","1237","The Western Star","Western Star","Publisher","2000"
"2004 Federal Election","1722","The Western Sun","Jack Tonkin & Company","Publisher","369"
"2004 Federal Election","4690","The Western Weekender","The Western Weekender Pty Ltd","Publisher","3043"
"2004 Federal Election","5253","The Westerner","Hawkeye Publishing P/L","Publisher","1476"
"2004 Federal Election","2964","This Week in Darwin","TW Media Pty Ltd","Publisher","0"
"2004 Federal Election","2324","TNT 9","Southern Cross Television (TNT9) Pty Ltd","Broadcaster","455512"
"2004 Federal Election","5011","Toowoomba Mail","Toowoomba Newspapers","Publisher","0"
"2004 Federal Election","461","Torres News","Spilled Ink Pty Ltd","Publisher","1641"
"2004 Federal Election","2372","Town & Country Magazine","Regional Publishers Pty Ltd","Publisher","1152"
"2004 Federal Election","1471","Town and Country Farmer Magazine","Town and Country Farmer Magazine","Publisher","2569"
"2004 Federal Election","464","Townsville Bulletin","North Queensland Newspaper Company Ltd","Publisher","39034"
"2004 Federal Election","4921","Traralgon Journal","Latrobe Valley Express Partnership","Publisher","1795"
"2004 Federal Election","1399","Triple M Melbourne","Austereo Pty Ltd","Broadcaster","53470"
"2004 Federal Election","4087","Triple U FM (2UUU)","Shoalhaven Community Radio Inc.","Broadcaster","0"
"2004 Federal Election","3685","Truck Australia","FPC Publications","Publisher","0"
"2004 Federal Election","3687","Truckin' Life","FPC Magazines","Publisher","0"
"2004 Federal Election","5195","TV Hellas (TVH) Channel 31","Greek Broadcasters P/L","Broadcaster","0"
"2004 Federal Election","5187","TV1","Foxtel","Broadcaster","34254"
"2004 Federal Election","5350","TV1","Telstra Pay TV Pty Ltd","Broadcaster","34254"
"2004 Federal Election","4301","TVQ-10","Network Ten (Brisbane) Pty Ltd","Broadcaster","5294609"
"2004 Federal Election","4000","TVT6","WIN Television Tas Pty Ltd","Broadcaster","646546"
"2004 Federal Election","4374","TVW7","Channel 7 Perth Pty Ltd","Broadcaster","909812"
"2004 Federal Election","5086","Tweed Sun","Gold Coast Publications","Publisher","17774"
"2004 Federal Election","5349","UK TV","Telstra Pay TV Pty Ltd","Broadcaster","34606"
"2004 Federal Election","5177","UK-TV","Foxtel","Broadcaster","34606"
"2004 Federal Election","4992","Ulladulla Times","Milton Ulladulla Publishing Co Pty Ltd","Publisher","2436"
"2004 Federal Election","1821","Unification","Unification Edinenie","Publisher","0"
"2004 Federal Election","4909","Village Voice","Village Suburban Newspapers","Publisher","1885"
"2004 Federal Election","5314","Village Voice (Drummoyne Five Dock and Concord)","","Publisher","440"
"2004 Federal Election","2008","Vision","Society of St Vincent DePaul ( NSW Council )","Publisher","0"
"2004 Federal Election","4999","Vision FM","Vision FM","Broadcaster","0"
"2004 Federal Election","4790","Voice FM","Ballarat Community FM Radio Co-op","Broadcaster","459"
"2004 Federal Election","5066","Voice News","Herald Publishing P/L","Publisher","10214"
"2004 Federal Election","5200","VOX","Illawarra Community FM Broadcasters Ltd","Broadcaster","640"
"2004 Federal Election","3999","VTV","WIN Television Vic PTY Ltd","Broadcaster","510055"
"2004 Federal Election","5189","W","Foxtel","Broadcaster","16223"
"2004 Federal Election","5361","W","Telstra Pay TV Pty Ltd","Broadcaster","16223"
"2004 Federal Election","5194","WA Business News","Business News P/L","Publisher","0"
"2004 Federal Election","4175","WAFM (Karratha)","Bond Place Karratha","Broadcaster","1573"
"2004 Federal Election","4173","WAFM (Port Hedland)","Redwave Media Pty Ltd","Broadcaster","1573"
"2004 Federal Election","4172","WAFM Broome","Redwave Media Pty Ltd","Broadcaster","1463"
"2004 Federal Election","1747","Wanneroo Joondelup Community","Community Newspaper Group","Publisher","29984"
"2004 Federal Election","1746","Wanneroo Times Community","Community Newspaper Group","Publisher","13757"
"2004 Federal Election","4563","War FM 99.5","Warrambungle Community Broadcasters Assoc Inc","Broadcaster","99"
"2004 Federal Election","5296","WAR.FM","Warrumbungles Community Broadcasting","Broadcaster","0"
"2004 Federal Election","369","Warragul and Drouin Gazette","Warragul Regional Newspapers Pty Ltd","Publisher","9783"
"2004 Federal Election","1664","Warren Weekly","Warren Weekly Pty Ltd","Publisher","0"
"2004 Federal Election","1508","Warwick Daily News","The Warwick Newspaper Pty Ltd","Publisher","1660"
"2004 Federal Election","4156","Waverley Leader","Leader Community Newspapers","Publisher","3555"
"2004 Federal Election","539","Weekend Courier Community","Community Newspaper Group","Publisher","19216"
"2004 Federal Election","5075","Weekly Times Messenger","Messenger Press Pty Ltd","Publisher","38269"
"2004 Federal Election","210","Wellington Times","Regional Press","Publisher","1218"
"2004 Federal Election","75","Wentworth Courier","FPC Courier Newspapers","Publisher","80640"
"2004 Federal Election","278","Werribee Banner","Fairfax Community Newspapers Pty Ltd","Publisher","1683"
"2004 Federal Election","4225","West Coast 7XS","X5 West Pty Ltd","Broadcaster","4340"
"2004 Federal Election","5263","West Coast Magazine","Publishing and Print Pty Ltd","Publisher","0"
"2004 Federal Election","494","West Coast Sentinel","Port Lincoln Times Pty Ltd","Publisher","594"
"2004 Federal Election","4069","West Gippsland Trader","Warragul Regional Newspapers P/L","Publisher","1301"
"2004 Federal Election","211","West Wyalong Advocate","West Wyalong Advocate","Publisher","905"
"2004 Federal Election","2377","Western District Farmer","Hamilton Spectator Partnership","Publisher","396"
"2004 Federal Election","2405","Western Fisheries","Fisheries Department of Western Australia","Publisher","0"
"2004 Federal Election","4411","Western Magazine","Western Magazine P/L","Publisher","2125"
"2004 Federal Election","5344","Western Suburbs Weekly","Western Suburbs Weekly","Publisher","2576"
"2004 Federal Election","5220","Western Times","South Burnett Times Pty Ltd","Publisher","544"
"2004 Federal Election","1221","Westside News","Quest Community Newspapers","Publisher","8589"
"2004 Federal Election","5249","Wheatbelt FM (6NAM, 6MFR, 6KAN, 6NAN)","Radio West Broadcasters","Broadcaster","915"
"2004 Federal Election","4157","Whitehorse Leader","Leader Community Newspapers","Publisher","20177"
"2004 Federal Election","5214","Whitehorse Weekender","Fairfax Community Newspapers","Publisher","1939"
"2004 Federal Election","4158","Whittlesea Leader","Leader Community Newspapers","Publisher","1769"
"2004 Federal Election","5210","Whittlesea Weekly","Fairfax Community Newspapers","Publisher","435"
"2004 Federal Election","5303","Williamstown Star","South East Newspapers","Publisher","0"
"2004 Federal Election","3997","WIN","WIN Television NSW Pty Ltd","Broadcaster","440723"
"2004 Federal Election","892","WIN Television NSW P/L","TWT Limited","Broadcaster","812778"
"2004 Federal Election","195","Wingham Chronicle","Regional Publishers","Publisher","897"
"2004 Federal Election","5025","Wollondilly/ Camden Advertiser","Fairfax Community Newspapers","Publisher","471"
"2004 Federal Election","214","Wollongong Advertiser","Illawarra Newspapers Holdings Pty Ltd","Publisher","21002"
"2004 Federal Election","3005","Woman's Day","ACP Publishing Pty Ltd","Publisher","0"
"2004 Federal Election","1822","World Serbian Voice","PGP Publication Pty Ltd","Publisher","3000"
"2004 Federal Election","4451","WOW","Win Television WA Pty Ltd","Broadcaster","108396"
"2004 Federal Election","4491","WOW FM 100.7","Way Out West Fine Music","Broadcaster","0"
"2004 Federal Election","396","Wynnum Herald","Quest Community Newspapers","Publisher","12319"
"2004 Federal Election","4896","XPress Magazine","Columbia Press Pty Ltd","Publisher","2798"
"2004 Federal Election","5126","Y Weekly","Shepparton Newspapers Pty Ltd","Publisher","272"
"2004 Federal Election","4390","Yarram Standard News","Giles Newspapers P/L","Publisher","2814"
"2004 Federal Election","375","Yarrawonga Chronicle","Yarrawonga Chronicle Pty Ltd","Publisher","6798"
"2004 Federal Election","218","Yass Tribune","Rural Press","Publisher","952"
"2004 Federal Election","515","Yorke Peninsula Country Times","YP Publishers Pty Ltd","Publisher","3212"
"2004 Federal Election","5298","Your Life","Retirement Publishing","Publisher","0"
"2004 Federal Election","5247","Z00 FM","Western Broadcasters","Broadcaster","1018"
"2004 Federal Election","5030","Zebra Magazine","Columbia Press","Publisher","700"
"2004 Federal Election","5044","zzz","Triple ZZZ Pty Ltd","Broadcaster","25425"
"2001 Federal Election","4309","1008 AM - TOTE Sport Radio","Tasradio Pty Ltd","Broadcaster","2396"
"2001 Federal Election","4377","101.9 Sea FM","Maryborough Broadcasting Co Pty Ltd","Broadcaster","3072"
"2001 Federal Election","4349","102.3","Nimbin Independant Media Inc","Broadcaster","50"
"2001 Federal Election","4447","103.5 Mix FM Fraser Coast","Maryborough Broadcasting Co Pty Ltd","Broadcaster","6222"
"2001 Federal Election","4801","103.7 FM 7LTN","Launceston Community FM Group","Broadcaster","0"
"2001 Federal Election","4176","105.1 2G2 FM - Orange","Radio 2G2 Pty Ltd","Broadcaster","4509"
"2001 Federal Election","4577","105.3 NewFM","Newcastle FM Pty Ltd","Broadcaster","20475"
"2001 Federal Election","4178","105.9 Star FM Orange","Radio 2G2 Pty Ltd","Broadcaster","3987"
"2001 Federal Election","4802","1053 AM","Ethinc Broadcasting Assoc Radio 4EB","Broadcaster","0"
"2001 Federal Election","4466","106.3 2CSFM/Coffs Harbour","DMG Regional Radio","Broadcaster","2039"
"2001 Federal Election","4335","106.9 VOX FM","VOX FM Community Radio","Broadcaster","6"
"2001 Federal Election","4530","107.7","Northern Tasmania Broadcaster Pty Ltd","Broadcaster","4261"
"2001 Federal Election","4310","1080AM - TOTE Sport Radio","Tasradio Pty Ltd","Broadcaster","800"
"2001 Federal Election","4526","1098","Bass Radio Pty Ltd (Radio 7LA)","Broadcaster","28095"
"2001 Federal Election","4090","1116 AM","West Coast Radio Pty Ltd","Broadcaster","6592"
"2001 Federal Election","4576","1143 2HD","2HD Broadcasters Pty Ltd","Broadcaster","49896"
"2001 Federal Election","4160","1188 2NZ","Northern Broadcasters Pty Ltd","Broadcaster","98"
"2001 Federal Election","4164","1287 2TM","Tamworth Radio Development Co Pty Ltd","Broadcaster","3748"
"2001 Federal Election","4265","1350 2LF","Radio 2LF Pty Ltd","Broadcaster","3749"
"2001 Federal Election","4531","1377 3MP","Malbend Pty Ltd","Broadcaster","16800"
"2001 Federal Election","4498","1449 2MG","Mudgee Broadcasting Company Pty Ltd","Broadcaster","5113"
"2001 Federal Election","4426","1CBR - Mix106.3","Canberra FM Radio Pty Ltd","Broadcaster","223"
"2001 Federal Election","4803","1SSS FM","Canberra+District Rading+Sporting Broadcasting Ltd","Broadcaster","0"
"2001 Federal Election","4805","1WAY FM","Canberra Christian Radio Limited","Broadcaster","0"
"2001 Federal Election","4373","2120 and Beyond Monthly Chronicle","Gaowed P/L T/A Centerprise","Publisher","1219"
"2001 Federal Election","2701","24 Hours Magazine","Terraplane Press","Publisher","0"
